ID_Name,B,G
1112545_KInF3,39.9892,15.6458
856_SnO2,180.503,88.3347
1112017_K2InSbCl6,19.1837,7.14772
1111932_K2LiScCl6,23.9165,10.7552
1112676_Cs2LiSbCl6,20.3506,7.476839999999999
1111653_K2LiYF6,40.3797,18.5977
989523_Rb2NaAsF6,39.1173,23.0794
1113384_Rb2GaHgBr6,23.4033,5.2838199999999995
865095_NaGaH8(NF3)2,44.4619,14.4286
977549_Zr2OsRu,202.38,95.2149
1111985_K2InAgCl6,27.6873,8.74611
11022_ScAgO2,129.614,47.3536
570891_KBr,16.7827,6.978219999999999
569812_BaN3Cl,32.783,17.3482
863250_TaMn2Ge,222.4,109.20100000000001
10955_Sn(HgSe2)2,24.3745,13.151
1113606_CsRb2GaBr6,13.9299,4.35478
9565_Ca(MgSb)2,39.9611,26.3847
560790_Cs2NaBiF6,31.3934,17.776
539_Ga2S3,38.7633,23.4071
20782_LiInTe2,23.9665,10.4509
16730_MoN,344.176,31.6847
1112001_K2AgAsBr6,24.6859,8.56767
9348_KRb2ScF6,35.1764,18.1014
1153_Li2S,41.8483,33.1552
24292_Sr2H6Ru,50.3204,31.5096
1112620_Cs2InAuCl6,29.4124,11.4877
1111963_Cs2RbScF6,29.7667,15.2975
973141_ScCdCu2,71.7291,51.8986
865041_HfScRh2,168.842,67.9488
1080472_Pt(NCl3)2,41.5355,4.45759
1095185_Y2CrH6,87.0103,62.0899
16495_AlCrFe2,223.114,101.5
3519_ZrSO,139.44299999999998,52.7863
31208_LiIn2Ir,106.79799999999999,28.7153
972914_Sc2AlCd,79.6155,54.1122
19845_PbTiO3,189.03799999999998,95.0097
4495_KLiTe,19.6199,11.8647
2858_ZrO2,191.94400000000002,90.4662
1113659_Rb2InAuI6,20.745,8.70578
996941_Cs2RbInBr6,12.9805,4.74228
1009085_BeSiP2,93.9716,71.1234
1111928_K2LiAsF6,51.7684,23.4725
552663_LiScAs2O7,108.641,47.7223
1114708_Rb2NaRuF6,44.8008,25.0602
1960_Li2O,81.898,68.1627
1111243_K2LiYI6,10.9454,6.13552
1111496_K3BiI6,10.8626,4.0902400000000005
978265_Mg2ZnPd,57.5776,17.7741
1112159_K2ScCuCl6,33.7277,6.35479
9583_K2ZnF4,45.4873,23.875
27833_Tl2TeCl6,14.1867,6.95857
18967_Ba2CoMoO6,138.406,59.8146
1114094_Rb2InAgF6,44.6329,15.3636
12903_YAgTe2,41.6217,20.1031
5077_NaLi2Sb,29.1992,22.6237
8200_AgP2,59.8547,24.7234
1114552_K2RbTaCl6,19.0571,7.034960000000001
1111182_K3AsCl6,17.114,8.97948
2154_CeP,81.6071,55.1776
631425_FeTc2Cl,198.18599999999998,99.2522
1111958_K2HgIrF6,13.4688,14.7742
1009813_SiSn,57.2223,38.0284
568273_LiI,19.2262,10.9702
585_MnB2,262.529,78.2193
1112121_Cs2RbSbBr6,13.2275,5.62436
1114683_Rb2NbTlF6,36.2774,5.9775599999999995
1113289_Na2HgSbF6,29.9414,7.30618
9846_RbCaSb,17.8426,9.942089999999999
6867_KCaCO3F,57.0015,28.7169
977567_Hf2CuRe,187.537,43.7801
3810_Hg(AsO3)2,128.28799999999998,41.2911
4979_AlCuS2,84.8221,33.5626
1111540_Na2AgAuF6,61.7945,13.7637
1112561_K2AgAsF6,47.3686,13.5712
862360_Sc2NiIr,117.119,53.2313
1873_ZnF2,94.3231,39.968
1113622_Cs2AgIrF6,44.6595,16.203
2807_ScP,97.2343,45.7103
864946_MnCuPd2,180.502,38.1183
29364_Li5SbO5,91.6086,65.2353
24287_CrH,246.67,97.8527
1008376_CeH3,80.4406,23.2883
961656_FeTeV,159.941,52.2497
1111913_K2RbAsCl6,17.9412,7.206289999999999
862364_Sc2OsPt,161.717,62.8782
1266_Na2Se,24.61,15.6237
27562_Na2Pd3O4,96.05,37.4092
1079436_NaV(NF3)2,49.0588,15.376
862691_Al2FeCo,188.22,123.51700000000001
24719_NiH,186.12099999999998,38.8942
865928_Ti2TcPt,201.24200000000002,32.3181
568032_Cd(InSe2)2,29.3262,15.7396
2472_SrO,87.4867,56.3127
1114605_Rb2TlAsI6,13.0101,6.18002
1100772_TiVRu2,236.33599999999998,97.5601
1114506_RbTlCl3,19.285999999999998,7.49768
1062620_Sr2Ir,38.8105,16.6676
18992_Ba2MnTeO6,121.80799999999999,75.2559
867273_Be2CuIr,141.594,76.6003
557664_Cs2TlBiF6,34.1454,13.4307
1114599_Rb2NaTaI6,14.7155,6.27565
1114633_Rb3ScI6,11.0771,4.16725
1112240_CsK2YF6,27.1606,13.299000000000001
504535_InHO2,125.134,65.2037
1111199_K2AlTlI6,13.3162,5.00007
631420_CaRe2Si,166.957,55.9109
1094358_Mg3Ti,50.4239,33.5059
16735_CrInCo2,180.85299999999998,18.3739
1113588_Cs2InAgF6,46.1086,14.1541
24723_TaH2,206.282,48.7967
977283_MgRe3,261.45,41.6557
9126_Sr(SbO3)2,95.2154,47.4513
966800_InP,61.1928,29.3658
1111076_Li3GaF6,69.1737,32.9163
867911_ScCdPd2,120.865,26.2682
961696_CoMnSi,198.475,64.4553
4551_SrHfO3,170.03799999999998,103.21
1112904_Cs2InHgCl6,23.3345,5.95575
2695_Sb2Os,129.346,86.4013
866106_Ba2HgPb,23.8084,17.0617
1029_BaF2,55.2793,25.9087
867761_Sc2CoRu,135.1,56.3432
30347_ScInAg2,81.7638,23.9481
10417_KSbO2,27.2575,14.6982
925_VN,328.131,201.888
1112690_Cs2KYCl6,16.8962,8.47862
3980_LiSbF6,20.9459,19.3801
1112931_Cs2YAgI6,17.1875,5.58539
8799_RbNaS,21.2382,12.5039
1007991_CrInNi2,128.412,10.9599
16264_LiCaSb,36.1888,24.8934
4124_CaCN2,69.2458,26.5867
1113338_Rb2ScAgCl6,27.7596,8.83496
998987_Ti3Ge,130.06799999999998,42.0341
10281_ZnS,77.2421,31.3674
865916_TiVRe2,267.693,132.61
567465_TlC,81.3827,53.687
560791_CsNaTiO3,52.8919,25.7365
1112892_Cs2InBiBr6,15.9718,7.09898
546794_SiO2,27.0308,27.9352
1112113_Cs2RbYBr6,12.4745,5.9086300000000005
1112451_K2AgSbBr6,22.8747,7.02192
13946_Rb2ZrF6,33.5302,11.2438
4043_NbCu3Se4,61.8004,23.3994
1113323_Cs2YCuI6,20.9441,4.23083
865649_Ti2TcRh,207.84599999999998,106.164
1113577_Cs2AlAgBr6,23.156,5.530959999999999
1111048_Rb2IrAuF6,51.4559,6.39409
865651_Y2TlCd,55.9225,35.6306
30758_Li2MgPb,30.3563,18.4783
1111050_Rb2AgAsF6,44.763999999999996,15.7777
13541_Sr2Mg(BO3)2,95.2569,52.4221
976265_Hf2OsPd,191.558,52.4838
20145_TiGaCo2,203.49099999999999,55.0509
1114490_Rb3AlF6,41.7955,15.395999999999999
1112015_K2ScInBr6,16.9301,5.82267
29506_CsBiO2,18.1182,9.9491
1111533_Na2InAgF6,55.3453,12.765
1111982_K2InGaCl6,21.6746,8.78669
989561_NaTl2GaF6,54.8946,23.8223
867327_Hf2TcRu,197.342,70.9215
12912_Ba2PrRuO6,141.775,66.1285
989571_Cs2NaInCl6,18.4245,10.7251
1009730_Ca2Sn,29.6427,20.9879
1112659_Cs2NaBiI6,10.8634,5.57253
1113434_Na2ScCuCl6,36.4954,6.96852
21075_HfC,253.63,168.99400000000003
1063245_Sr2Rh,30.8107,15.3001
998979_Ti3In,109.31700000000001,10.5496
972183_ZrGaPd2,145.441,23.9792
1113507_Na3TlBr6,16.6556,6.85682
1113414_Cs2InAuI6,20.3407,8.89869
755013_Li5TaO5,104.089,69.4659
997089_NaAuO2,65.251,29.5023
1111212_K2RbInCl6,15.5168,6.72007
643279_K2H6Pt,16.9471,9.19437
9900_Ag2GeS3,51.035,16.87
1111897_Na3SbCl6,21.1204,8.66953
1110993_Na2TlCuBr6,17.4643,9.673860000000001
550685_Ba2CaTeO6,108.81299999999999,66.0837
1782_ScSe,84.5728,10.9773
1111135_Na2CuBiBr6,33.7437,6.95458
7891_Mg3As2,54.0146,25.7835
4497_Si2N2O,135.356,95.7177
1114514_Rb2ScTlI6,12.7122,5.1479800000000004
1265_MgO,154.825,121.12799999999999
1112501_Cs2TlBiI6,11.769,5.5351300000000005
1114469_Rb2AlTlI6,13.1812,5.32472
12623_BaPdF4,56.2062,17.3574
985806_Al2Cu,74.6328,39.1434
1112632_Cs2AsAuBr6,26.5047,5.41209
1111926_K2LiIrF6,51.2815,22.7148
11918_Ca(BeN)2,114.311,62.8178
23703_LiH,37.1022,41.9674
30847_TiSnPt,138.89600000000002,57.7254
7188_Al2Os,187.8,142.339
558851_Cs2KCoF6,50.849,20.1985
1113390_Cs2ScAuCl6,27.1513,3.99214
160_B,211.266,201.72400000000002
861651_Li2PdPb,54.5102,20.9829
644092_Na2LiAlH6,36.5598,28.7757
1112502_Cs2TlAsCl6,19.5582,8.58473
924128_HfNiSn,131.976,77.7866
1114062_Na2AlHgF6,48.7548,11.8153
1112661_Cs2NaBiBr6,15.2385,7.65992
4913_LiGa2Rh,106.04700000000001,24.8802
1111543_Na2AgAsCl6,28.2127,8.77645
19717_TePb,40.4577,21.5662
20709_Ba2ScSbO6,55.8328,9.69352
1113578_Cs2AgAsBr6,23.1979,8.503789999999999
441_Rb2Te,10.9479,5.719119999999999
19403_Ba2CaMoO6,83.7492,63.3521
22313_Na2PtO2,75.3467,31.4614
1111617_K2RbAlBr6,15.196,5.58636
24147_AcH2,55.6258,21.0645
1111060_KNa2AlF6,47.2351,22.0221
1113416_Cs2GaAuBr6,27.02,9.804160000000001
5149_NbAlCo2,195.563,39.1849
15888_Ba2YIrO6,140.126,72.4304
1114598_Rb2NaTaBr6,19.562,8.79405
4961_Na2HgO2,43.1681,25.4114
1079027_Sr2ZrCoO6,156.711,92.6122
972205_V2MoOs,268.392,120.275
1114133_Na3RuF6,53.0989,23.093000000000004
1111034_Rb2CuAuF6,46.3168,25.2171
23933_AlH3,30.3606,45.4263
1112477_K2AgBiBr6,22.5503,6.70931
1247_Sb2Ir,119.77799999999999,72.3466
5652_Y2Si2O7,141.513,61.3755
10020_ScC,168.502,100.176
5033_Tl2SiF6,35.5296,6.83015
1114619_Rb3BiCl6,13.6901,6.8140600000000004
1080434_Sr2YCoO6,144.042,56.4382
866062_HfSiRu2,231.19799999999998,106.904
35777_Mg(InTe2)2,21.6451,12.065999999999999
972899_Sc2GaIr,126.146,29.9005
1113016_Cs2LiInF6,42.5761,15.7255
1114337_Na2LiIrF6,62.7869,20.8445
623024_TiCdF6,24.8736,23.7363
567373_LaCN2Cl,75.048,33.7265
1112932_Cs2AlAuI6,21.8917,8.3385
861918_Sc2TlCd,65.987,38.8913
510273_CsSbO2,20.4609,10.1349
989548_Rb2NaTlF6,41.5676,17.3632
1079477_Ba2VMoO6,176.646,91.5184
862445_TaAlOs2,274.166,138.77200000000002
24227_H8Pt(NCl3)2,17.8522,7.2660100000000005
1113743_Rb2AlAgBr6,24.3474,7.848269999999999
573755_CsTeAu,10.1388,6.27643
1008786_MgTe,48.6953,29.6721
14175_K3NbO8,33.5664,15.6598
989543_Cs2BrCl6F,16.9675,4.26283
1114602_Rb2NaYCl6,20.3234,9.34689
864890_Hf2FeIr,189.82299999999998,61.0543
1112180_K2ScInCl6,19.5831,8.65703
1111602_K2RbBiF6,32.3192,15.282
1114339_Na2LiPdF6,54.5012,4.4551099999999995
1114579_Rb2LiTaCl6,25.0464,8.25135
1079630_Ba2TaInO6,152.113,83.7397
977566_MgScPd2,104.969,21.8908
865039_HfTc2Sn,196.298,63.0069
862368_Sc2NiPt,115.486,37.4876
10891_MnAlPd2,174.39700000000002,29.8148
989562_Cs2LiTlF6,37.3748,13.0547
1080742_Sr2ZrCrO6,176.72,93.535
997002_KAuO2,30.6575,15.312000000000001
2918_YCuO2,81.1392,42.8356
22450_Li2PbO3,88.5948,47.9997
7505_K2P2Pd,19.6168,11.0371
1111181_K3AsBr6,14.280999999999999,6.31286
20731_In2HgSe4,25.6472,13.3348
13396_LiIn2Rh,92.6987,30.5598
1113838_Na2LiBiI6,14.4463,5.52079
1565_ZrO2,252.43900000000002,107.26299999999999
573697_CsCl,12.7576,6.62592
975198_RbTl3,19.685,8.65835
1008653_AgC,144.72799999999998,31.2655
867786_ScNbOs2,231.15,123.023
10615_BaLiP,37.8688,23.885
9856_Cs2ZrSe3,18.2888,7.06774
555286_CsNb(PO4)2,21.9094,14.8806
1111193_K2ScTlBr6,16.7753,6.06217
24841_CoTe(PbO3)2,132.754,63.6194
1111581_K2TlGaCl6,19.925,6.5907100000000005
581024_CsK2Sb,12.7276,7.22341
6930_SiO2,41.8237,46.2926
862338_Sc2CuRu,113.96,50.6148
9517_SrTiN2,126.958,54.3175
1113536_Cs2TlAuCl6,24.8436,10.0861
545500_BaSbClO2,38.8604,20.511999999999997
972877_Sc2AlIr,125.866,23.1184
999550_Mn3Ga,219.172,37.3131
31173_CeCd2Ag,56.9318,17.7821
1794_BeO,236.301,147.609
7643_K2AgSb,17.3435,8.0317
867253_LiZn2Ir,118.896,53.721000000000004
1113884_Rb2HgPdF6,43.8021,18.9847
631473_KTi2Bi,55.7575,21.2976
1112193_K2YHgCl6,20.4968,4.57498
13099_YN,107.973,33.1574
3161_SiAlLi,62.6289,54.9057
1114383_RbTlI3,11.9078,4.38804
977563_LiNbIr2,228.065,33.0969
1114502_Rb3SbBr6,13.3397,5.456930000000001
1113551_Rb2InHgI6,17.212,4.38885
1112463_K2InAgF6,44.742,11.8565
29529_NaSnP,29.5457,18.3312
865810_TiTc2W,264.61400000000003,116.956
20329_InAgO2,120.541,33.3034
1114058_Na2HgAuF6,59.6768,4.85312
9571_Ca(ZnAs)2,53.4526,32.6174
542727_Cr2(Co7B2)3,193.672,118.98200000000001
1112901_Cs2InHgI6,17.2547,4.7007
1114081_Rb2GaHgF6,40.6902,17.4065
1113354_Cs2CuSbBr6,15.5764,6.10144
30658_VGaNi2,179.755,56.1499
19093_Ba2UNiO6,94.1291,17.6194
9262_Cs2PtF6,22.0425,7.64134
1113913_Na2LiInF6,58.2428,25.6634
976122_Ge3Sb,66.7515,38.7602
2136_Sb2O3,13.5596,20.2994
553374_Cs4Sb2O5,11.5495,6.75542
9664_K3BP2,19.5515,7.01635
31328_MnInPd2,154.696,24.5217
2400_NaS,22.6837,15.1267
1112498_Cs2TlBiBr6,15.0062,6.687
581707_ZrInAu2,136.602,44.9975
1112586_Cs2AlInF6,42.1638,15.5175
13322_LiGeRh2,170.675,68.4275
867923_ScGaPt2,154.78799999999998,15.3895
1598_Na3P,25.8057,14.244000000000002
989558_Cs2TlGaF6,35.6511,17.805
8874_LiSiBO4,95.2881,72.4478
31185_MnAlFe2,217.269,83.087
1113560_Rb2ScCuCl6,27.7645,4.44187
4511_La2SO2,99.3526,50.5215
1112527_Cs2NaTlCl6,18.9979,9.38514
1114527_Rb2YInBr6,14.4931,5.85361
555506_ZrCrF6,103.195,49.7047
24411_K2LiAlH6,30.726,23.4824
12535_K2ZnTe2,17.0814,7.4131
972204_V2MoRu,243.85299999999998,96.7185
5414_NaSbS2,21.3626,14.8967
1113449_Rb2TlAuBr6,22.299,5.70664
11305_Li2CdPb,30.0593,9.41502
406_CdTe,35.7306,13.383
684690_Sc2Se3,54.681000000000004,34.6347
1079096_Cs2NaLaBr6,14.462,6.52171
9845_RbCaAs,20.6229,11.5715
1111672_K2LiInCl6,21.9589,9.90372
772290_LiAgO,64.3361,24.318
1111665_K2LiRhF6,47.4674,26.5112
3419_RbAuF4,22.4694,10.2691
1078552_Li2H6Pt,34.06,23.8793
1113745_Rb2AgBiI6,17.9835,5.93119
1111526_Na2AgSbF6,50.0124,10.2688
20832_Zn(InTe2)2,24.5634,14.2747
7939_NaNbSe2,61.1243,38.4645
7956_Na3Sb,20.2173,12.1098
1112929_Cs2AsAuI6,21.559,6.69137
1100402_BHgY,91.4288,54.394
1114382_KRb2GaI6,11.1791,4.13791
864898_Na2TlBi,22.7157,13.4528
989522_Mg6Bi2PN,60.6897,35.5671
1111616_K2NaTlCl6,20.573,9.35159
27549_K2AgBi,15.0623,7.32268
755610_Ba6HfO8,73.5022,41.6955
1111134_K2ScTlCl6,19.7322,8.85263
1100421_RhSnV,147.19,45.2034
867135_ScZnPd2,118.205,14.1453
1057286_CsH,12.5106,9.30776
1111584_K2TlBiF6,38.9748,15.0297
1113022_Cs2LiBiF6,37.1808,13.74
1114493_Rb3BiBr6,13.5309,5.4687
863692_CsMn(CN)3,72.8257,30.4827
1112538_Cs2NaMoCl6,22.4861,10.6337
2552_TeO3,80.3364,112.551
865600_Y2IrPd,108.103,52.7309
1079615_Ba2UCdO6,102.391,44.8778
571059_YCd3,61.6103,30.3626
3744_NaNbO2,132.79399999999998,102.46700000000001
10408_K2CN2,32.0743,12.6065
