Name,B,G
1112129_Cs2RbBiCl6,13.7969,6.6353
1111137_K2TlGaBr6,17.4515,6.3884099999999995
1112507_Cs2RbYI6,9.94431,4.20552
24722_HRh,229.27900000000002,59.8304
22975_Rb2TeCl6,10.5462,5.8313
30758_Li2MgPb,30.3563,18.4783
866171_YMgAu2,87.5564,26.1034
1114660_Rb2NaAsBr6,15.8714,8.153319999999999
867262_ScTc3,212.905,90.8394
1112503_Cs2TlAsF6,42.473,16.3899
1513_Co9S8,129.904,59.3763
1112542_CsTlI3,11.9527,4.53678
1008786_MgTe,47.9032,29.7342
1112889_Cs2InBiCl6,15.6899,7.246230000000001
865680_TiSiOs2,291.339,132.42
865280_NbAlFe2,219.99099999999999,127.887
1112195_K2HgSbF6,12.1418,9.60993
1113625_Rb2ScAgF6,46.5275,14.9796
1111054_Na2LiAuF6,52.6594,4.74883
1111055_Na2LiAsF6,56.0511,24.8825
20958_Ba2LaReO6,126.766,41.166000000000004
865979_AcMgCd2,42.4671,16.6509
568560_TlBr,17.1481,7.602060000000001
1112230_K2LaCuCl6,29.0646,4.1607199999999995
977283_MgRe3,261.45,41.6557
1112184_K2InGaBr6,17.0435,7.94752
1113504_Na3SbBr6,16.5,7.1486
865603_Y2IrRh,119.03,44.9985
549970_Ba2ZnReO6,120.321,61.5426
23383_Rb2TeBr6,10.1461,4.49942
865895_GaGeRu2,224.542,56.0163
866033_AlZnRh2,186.365,69.8357
23950_K(BH)3,13.4948,7.30253
865519_YTaRu2,178.155,75.8888
989514_Cs2NaSbCl6,17.5036,8.90817
16180_Na6S2O9,39.6302,24.4687
1111909_K2RbRhF6,34.3119,20.9992
989516_Cs2ICl6F,15.5594,6.1282
1113658_Rb2InAuBr6,26.9435,8.68026
23499_K2SnCl6,13.8664,6.07759
1114430_Rb2LiTaBr6,20.6479,9.68163
16497_ScAlCu2,103.869,43.8716
1111262_Li2ScCuCl6,38.0289,7.37922
865525_YCdHg2,60.2736,16.7077
19400_Sr2NiWO6,146.483,47.638999999999996
10899_AlVNi2,180.05,63.2939
30661_ScGaPd2,133.495,38.1532
20724_Mg2Pb,36.218,11.9805
19006_MnO,255.579,74.0111
976265_Hf2OsPd,191.558,52.4838
865442_TiAlOs2,248.734,94.6387
1111624_K2NaSbCl6,20.0405,9.14718
28110_Rb2PtI6,11.165999999999999,4.0981
1110632_Rb2InAsBr6,17.9255,6.567419999999999
1091394_Ba2NaIO6,82.5084,49.2444
865472_VSiTc2,261.147,93.8212
972204_V2MoRu,243.85299999999998,96.7185
1007854_FeNi3,215.734,57.7351
1112148_Cs2NaMoI6,14.5693,6.24495
1112133_Cs2RbAlI6,10.5296,4.29255
1113560_Rb2ScCuCl6,27.7645,4.44187
1253_BaSe,35.6188,22.2962
1114506_RbTlCl3,19.285999999999998,7.49768
972869_Sc2GaPt,107.855,38.3434
972882_Sc2CdAg,78.046,36.1114
571124_Cs2KScCl6,19.2818,10.1347
541940_Cr6Si7Ni16,99.2903,85.4714
1111599_K2RbInF6,37.2559,17.7952
2083_Sn2Ir,118.31299999999999,33.7661
1114383_RbTlI3,11.9078,4.38804
1112606_Cs3BiF6,28.1693,12.7837
22610_Mn2SnW,235.19,101.709
1111564_Li2AlAgF6,55.573,9.25002
1113396_CsRb2SbCl6,13.6023,6.3265199999999995
1112485_Cs2ScTlF6,36.3681,18.5028
1111219_K2NaYBr6,16.3353,7.8285100000000005
1113414_Cs2InAuI6,20.3407,8.89869
867253_LiZn2Ir,118.896,53.721000000000004
31187_TiAlFe2,219.708,73.5354
1111528_Na2AgPdF6,63.9569,14.9253
542739_Co21(SnB3)2,221.68400000000003,106.22399999999999
1112901_Cs2InHgI6,17.2547,4.7007
1080652_Se(NCl3)2,26.7371,5.42526
23513_K2PtCl6,15.105,6.955489999999999
1111178_K3AsI6,11.0465,4.18277
1113946_KNa2SbF6,38.2896,15.3878
1113484_Na3YBr6,17.1249,7.483230000000001
27826_K2MoCl6,14.1173,8.29553
19946_YInCu2,104.6,14.8761
865520_YCdPd2,91.4815,22.8351
864896_Zr2CoTc,166.356,71.1487
989535_Cs2AlInH6,24.1099,15.9996
1113449_Rb2TlAuBr6,22.299,5.70664
1113042_Cs2KMoCl6,17.9665,7.20603
1112108_Cs2TlSbBr6,15.243,6.86953
1113701_Rb2YAgI6,17.6222,5.6274
623453_MnGa2Co,95.5483,78.7785
1111213_K2RbGaBr6,14.8565,5.38761
1111079_K3ScF6,36.211999999999996,21.5433
24287_CrH,246.67,97.8527
24289_HPd,177.13299999999998,24.936
1009548_PdN,201.692,48.7076
13799_K2NaYF6,44.1631,22.0716
1062676_K2Pt,15.9006,7.93623
1112716_Cs2KSbCl6,16.0074,8.08918
865485_V2CrOs,268.035,146.631
1114638_Rb3YCl6,15.8989,7.62038
864684_Hf2MoIr,192.554,74.2142
1080730_Sr2ZrMnO6,171.753,93.007
1113043_Cs2KMoBr6,17.0677,8.36326
1111613_K2RbAlCl6,16.9252,7.03706
977440_LiTiPt2,152.975,25.6209
1111912_K2RbIrF6,38.2022,18.1043
864798_HfZnIr2,209.56900000000002,67.3711
1112935_Cs2TaAgI6,19.4434,5.76777
977438_MgInRh2,138.584,56.1233
3576_HfGaCo2,177.77700000000002,71.586
1111239_K2NaBiCl6,18.1221,8.78093
865892_Li2CaPb,21.1008,14.134
1084_ZrB12,235.264,216.804
28145_Rb2PdCl6,15.5496,6.725910000000001
1078490_Sc(NF2)3,95.3486,5.2243900000000005
861960_CaInAu2,72.83800000000001,18.6933
977567_Hf2CuRe,187.537,43.7801
1078887_Sr2MnNbO6,175.37599999999998,103.305
1112929_Cs2AsAuI6,21.559,6.69137
559695_Cs2RbBiF6,31.4074,15.1791
571222_CsBr,9.197610000000001,5.97281
1111114_K2RbScF6,39.485,19.3665
1111538_Na2AgSbCl6,26.7944,6.4176
1112240_CsK2YF6,27.1606,13.299000000000001
1112200_K2InHgCl6,25.7447,5.1443
983586_Ac2SiHg,50.7474,13.7617
672191_CeInAg2,17.9958,25.677
979283_V3Cu,139.749,67.9896
1112647_Cs3TlBr6,12.0739,4.63577
864651_Ta2NbRu,229.489,85.3947
1113497_Rb2InAuCl6,30.4744,10.7144
1111095_NaLi2RhF6,54.9058,27.4377
1113390_Cs2ScAuCl6,27.1513,3.99214
1112100_K2AgBiI6,18.2843,5.90649
1111749_Na2TlAgF6,56.2552,8.03912
1111112_K2LiGaF6,41.8243,29.3253
978265_Mg2ZnPd,57.5776,17.7741
22186_In6Ge2PtO9,124.38799999999999,53.4626
1114605_Rb2TlAsI6,13.0101,6.18002
862815_LiScAu2,90.3313,32.4371
865659_Y2ZnIr,91.6963,22.4766
1112476_K2AgBiCl6,24.3875,7.5060899999999995
1111932_K2LiScCl6,23.9165,10.7552
972205_V2MoOs,268.392,120.275
1114702_Rb2LiScF6,46.0964,24.0169
989639_Cs2KInF6,35.208,18.4614
10759_GeSe,58.2081,46.3461
865888_TiSnRu2,208.297,90.1017
978856_SrH3,46.4469,21.0006
569639_TlCl,18.6537,8.51694
977363_Ta2TcMo,248.481,107.0
1114459_Rb2NaTaF6,42.6944,8.3308
1113859_Rb2GaAgBr6,25.2113,9.74274
1112010_K2CuAuF6,46.4864,22.3082
16501_HfAlPd2,159.17600000000002,50.1875
11523_Ni3Sn,170.791,52.6249
865050_HfMgRh2,166.123,79.7695
867748_ScSnRu2,177.213,59.0829
1113961_KNa2AsF6,39.9126,17.8841
631406_ScTl2W,102.31,32.7266
1111497_K3BiCl6,14.4832,7.229189999999999
1111057_KNa2RuF6,44.148999999999994,20.5685
1112480_K2AgAsCl6,26.7781,9.37428
867239_Ce2AgPb,50.4396,10.4965
1079236_ReTc(PbO3)2,190.18900000000002,23.956
16349_LiNi2Ge,128.408,30.6047
1008785_RuO2,297.938,196.928
1111926_K2LiIrF6,51.2815,22.7148
971836_Zn2NiIr,164.875,65.8116
567465_TlC,81.3827,53.687
24084_KH,14.4121,10.7365
984720_Ba2AgSb,28.5054,18.0859
1111052_RbNa2GaF6,46.7609,18.7062
865930_TiZnCu2,145.096,60.1446
1112225_Rb2InHgF6,38.3681,13.7668
4595_VFe2Si,239.851,88.1631
980948_SrCaIn2,323.214,24.0452
1112168_K2TlCuF6,35.169000000000004,20.7046
865912_LiZn2Rh,105.46799999999999,50.3629
25013_Ba2MnMoO6,166.208,90.4788
865531_TiMn2Al,185.525,61.6966
11335_BeSe,89.3167,46.9663
865155_MgAlRh2,156.24,69.9388
865026_Mn2VSi,258.08799999999997,122.213
647903_Ba2LuSbO6,50.1392,11.8745
1112500_Cs2TlAuBr6,21.5393,5.898540000000001
1114525_Rb2InSbCl6,19.0561,7.482410000000001
973153_ScAlPt2,162.097,41.1549
11490_Li2ZnSn,34.8037,13.4523
865650_Ti2TcRu,214.79,91.2077
1006112_Na3Co,61.941,7.82879
1112191_K2AlInBr6,17.5536,6.59512
867781_TaGaRu2,240.053,101.37299999999999
6933_MnN,340.161,63.4413
864921_MgZrIr2,182.003,70.5755
1111567_K2ScTlF6,45.1283,18.8859
11327_Rb2Se,13.1509,6.8973
1113834_Rb2TlCuF6,31.4067,24.7851
1111971_CsK2TlF6,32.4902,13.3905
863692_CsMn(CN)3,72.8257,30.4827
1113606_CsRb2GaBr6,13.9299,4.35478
866012_Hf2ZnRe,166.68,64.4079
862337_Sc2InAg,80.18,27.4648
14036_KRb2RhF6,36.0449,19.7072
20567_LiGa2Ru,122.051,47.1898
12979_SnO2,191.015,71.5411
14037_NaTl2RhF6,43.1797,23.5953
1018165_PtC,245.53,31.0103
542727_Cr2(Co7B2)3,193.672,118.98200000000001
1114428_Rb2LiSbCl6,21.0524,8.37985
1120739_CaCl2,37.0866,12.1884
23703_LiH,37.1852,43.218
865023_HfTc2Sb,210.921,98.2119
2286_Li2Se,34.0216,26.1066
985438_Ce2CdHg,46.678000000000004,15.7523
463_KF,32.4981,19.7717
1113760_Rb2GaAgF6,48.9398,17.7314
865594_Y2CuIr,106.33,14.5862
1113429_CsRb2AlBr6,14.1556,4.92699
866155_TiAlRu2,214.94299999999998,85.6163
24719_NiH,186.12099999999998,38.8942
865779_Ga2CoRu,50.0319,74.7279
1113367_CsRb2SbF6,31.8356,13.0634
867917_CuGeRh2,252.044,50.3133
1111261_K2LiBiCl6,20.9571,7.31539
19929_MgInNi2,116.235,15.8402
1112450_K2AgSbCl6,26.0175,7.287539999999999
989532_Rb2TlInF6,38.2943,13.2051
974943_HfZrTc2,182.543,57.5988
866094_HfZnCu2,155.68200000000002,39.5258
10474_NaPF6,34.1911,17.1532
1113508_Cs3GaF6,37.4411,8.044039999999999
1001600_HfB12,237.90900000000002,215.532
1114370_Rb2TlBiF6,41.2797,14.9894
6074_KRb2TiF6,36.5286,18.4227
977436_ZrAlRu2,185.583,49.5776
7817_YB12,216.03099999999998,107.811
1111608_K2RbAsF6,34.8482,16.9807
6110_Sr2YSbO6,136.025,66.9219
1113562_Rb2YCuCl6,30.2454,5.14436
558851_Cs2KCoF6,50.849,20.1985
1111618_K2NaScI6,13.7429,5.88344
972337_Ti2IrW,211.028,92.2071
1111199_K2AlTlI6,13.3162,5.00007
2693_SnSe,49.9515,30.3664
24147_AcH2,55.6258,21.0645
24650_YH2,77.6442,46.0539
867896_ScZnCu2,139.304,44.2627
1030_SbPt7,214.583,33.5318
1078725_Ba2UZnO6,111.23,45.7243
865010_HfGaRu2,201.584,82.7723
1112709_Cs2KSbI6,10.302,4.48578
631455_HfSi2Br,80.3653,7.69342
977549_Zr2OsRu,202.38,95.2149
5955_NaSbF6,32.5827,14.0105
979259_V2ReMo,265.504,119.124
865874_Li2AgHg,38.0785,11.8231
23870_NaH,24.5039,21.0164
1113838_Na2LiBiI6,14.4463,5.52079
1096_CeS,86.3623,60.6954
1113785_Rb2GaAgCl6,27.3319,10.2921
20581_Ca3In,56.9238,19.4073
867169_Sr2SnHg,26.7756,24.1764
861627_Ti2AlMo,152.713,29.9296
862368_Sc2NiPt,115.486,37.4876
12608_CuPt7,244.808,109.29799999999999
1112411_Rb2AlHgF6,40.8846,16.677
867911_ScCdPd2,120.865,26.2682
6270_Ba2LiReO6,89.2777,48.34
28022_Na6CdCl8,21.4358,12.0704
1111034_Rb2CuAuF6,46.3168,25.2171
1114563_Rb2LiBiI6,14.5439,5.86035
865653_TiNbRe2,254.88099999999997,110.53299999999999
867187_ScInIr2,174.105,80.8924
1113968_Na2InAsF6,40.3146,13.6232
1113532_Rb2AsAuBr6,27.2785,6.445180000000001
862369_Sc2IrRu,160.48,59.2077
1113697_Rb2TaAgI6,20.0376,6.251469999999999
1114379_Rb3TlF6,33.2216,16.6634
1114295_Cs2TlCuBr6,23.0843,11.1124
1113286_CsRb2TlF6,30.0421,12.9237
2758_SrSe,41.5897,28.1796
25003_Ba2UMnO6,141.166,67.5845
862338_Sc2CuRu,113.96,50.6148
1114476_Rb2TlGaI6,12.954,4.8971
31339_ScInPd2,124.31200000000001,46.9127
581024_CsK2Sb,11.5595,7.67881
989543_Cs2BrCl6F,16.9675,4.26283
1113717_Rb2AgMoCl6,29.8905,7.374560000000001
1113314_Na2CuSbCl6,32.1502,5.2854
989595_CsRb2InF6,31.1893,15.1281
865916_TiVRe2,267.693,132.61
865038_HfTaTc2,226.046,98.3468
1079630_Ba2TaInO6,152.113,83.7397
1009829_Be2Si,98.071,66.9074
980661_YTlAg2,72.608,11.3656
1114365_Rb2NaIrF6,45.8353,24.4836
865809_TiTc2Sb,219.308,100.65299999999999
861639_Ti2CoIr,191.632,14.7675
1114562_Rb2LiBiCl6,19.7518,8.83544
569028_Rb2SnBr6,10.7063,4.27416
1095109_Ba2BiIrO6,129.04399999999998,55.589
973053_ScH3,119.693,35.1083
14039_K2NaRhF6,49.6502,28.1015
864601_LiMg2Rh,66.3681,42.4956
2472_SrO,86.8243,55.6551
1111643_Na3SbI6,12.6078,5.09315
1111968_Cs2RbAsF6,35.4848,13.5391
865076_NaCd2Pt,69.2387,12.6189
10885_AlCrNi2,164.875,56.3883
1029_BaF2,54.9895,25.9065
1112622_Cs2ScAgCl6,26.0939,5.3426
865986_Li2CaGe,35.1705,27.3164
1114330_Na3GaF6,53.1134,30.9538
27834_Tl2PtCl6,17.4588,5.15425
1002222_TlN,110.713,58.8971
865518_YSnRh2,136.347,53.6849
1113328_CsRb2YF6,26.7258,13.9495
865037_CeMgAg2,45.6828,17.0997
1112896_Cs2AlInI6,12.9256,6.08685
20709_Ba2ScSbO6,55.8328,9.69352
1110633_KRb2ScI6,12.2432,4.87648
1080023_MoOs(PbO3)2,198.25599999999997,25.3114
975897_Hf2RuRh,186.35,62.61600000000001
998970_TiFe2Sb,199.079,21.3916
1114511_KRb2InI6,10.5742,4.34678
1079674_Ge(NF3)2,59.6785,16.512999999999998
636232_CeInAu2,50.428000000000004,28.2717
2857_ScN,210.835,157.243
1112629_Cs2AlHgBr6,19.9471,5.9818
1111956_K2TlHgF6,57.5043,13.8859
1112482_Cs2YTlF6,32.5316,13.7484
18995_Ba2FeMoO6,157.07299999999998,86.3204
1114608_Rb2TlSbBr6,15.4572,6.73663
1113067_Cs2ScInCl6,19.1421,9.130339999999999
631535_BeW2Cl,193.483,80.0906
29562_Tl2MoCl6,18.5406,7.098960000000001
865131_Hf2OsRh,202.521,80.7086
1113723_Rb2AgSbI6,18.1182,6.35272
989644_Cs2NaCaCl6,17.3682,5.47635
8812_Rb2GeF6,27.6037,10.3361
1113605_CsRb2AsCl6,13.9107,7.09784
4612_TiCo2Ge,167.764,29.004
1112020_K2InAsI6,13.0638,5.70286
1113373_Na3ScBr6,19.9708,7.396730000000001
1811_HgTe,44.9709,5.49998
1112569_Cs2NaAlF6,49.8562,19.8511
1112444_K2TlAgF6,43.9322,11.8088
1113574_Cs2AgBiI6,17.6321,6.03986
1079896_Ca2H6Ru,62.6974,42.3373
866169_KTl2Bi,22.8337,4.7824
631412_NbRu2Cl,168.08900000000003,21.2822
976148_K2RbSb,12.8678,9.0063
1112561_K2AgAsF6,47.3686,13.5712
23241_YBi,51.8074,30.8657
1112413_Rb2YCuBr6,22.1909,5.18635
865665_TiReTc2,276.015,85.194
2530_Li2Te,26.7787,17.6808
1114171_K2NaRuF6,48.1292,23.3517
8041_Rb2S,14.9071,8.048680000000001
1111609_K2RbAsBr6,13.6174,5.45482
1063314_Ca2Rh,61.3059,15.7111
864991_Ca2AgPb,36.4331,10.8048
8177_HgF2,103.55799999999999,16.6311
867774_Ta2CrOs,267.613,131.363
723_Cr23C6,300.282,132.993
989578_Rb2NaInF6,46.6476,24.1464
977566_MgScPd2,104.969,21.8908
864890_Hf2FeIr,189.82299999999998,61.0543
865486_VZnRu2,234.726,77.9645
989520_Rb2NaBiCl6,17.3624,8.53185
989562_Cs2LiTlF6,45.1623,16.6654
1113391_CsRb2LuCl6,14.8866,5.3286
1111585_K2TlAuBr6,22.8597,6.0506400000000005
1113001_Cs2LiTaCl6,23.5529,9.56989
1113398_Rb2GaAuBr6,28.4432,8.969389999999999
27882_Cs2GeCl6,10.3416,4.42595
636212_GaFe2Co,223.84900000000002,85.3817
23059_Rb2SnCl6,12.0722,5.46411
999395_Nb3Fe,185.49400000000003,67.8979
27839_K2TiCl6,12.481,6.860460000000001
1113436_Na2LiTlBr6,18.4991,6.943789999999999
1111221_K2NaTaI6,14.5033,6.63938
22442_Ba2NaOsO6,87.0284,50.3662
568333_K2SnBr6,11.4884,4.37991
1112453_K2AgPdF6,53.0383,18.2957
1111093_Na2AgAsF6,53.2931,11.8816
1111650_K2NaBiF6,47.4939,15.0594
1111965_Cs2RbIrF6,35.2881,15.7463
1111506_Na2GaCuF6,69.4772,4.76691
6492_Ba2YSbO6,132.21,80.9532
1111212_K2RbInCl6,15.5168,6.72007
1078734_Co(IN2)3,110.265,17.2548
1094048_Sr2TiFeO6,176.23,107.37200000000001
1113901_Na2LiTiF6,59.4574,27.7905
1113722_Rb2AgSbBr6,22.4913,7.10153
865039_HfTc2Sn,196.298,63.0069
1112107_Cs2TlInI6,11.9632,5.3792800000000005
865066_HfInRh2,174.171,72.1502
1008282_Cr3Fe,255.28900000000002,96.7215
370_CdS,71.9004,34.781
1080506_Sr2TaInO6,158.50799999999998,77.2152
865615_GaSiRu2,236.25799999999998,96.0501
1113432_Cs2YAgCl6,24.0115,6.9877
1114665_Rb3ScCl6,16.969,8.20192
865651_Y2TlCd,55.9225,35.6306
643397_H8Pd(NCl3)2,12.9633,9.3554
1112031_K2InHgI6,17.6681,4.18869
1111936_K2HgPdF6,57.1053,14.2198
23505_K2TeBr6,11.6548,4.60415
1111662_K2LiSbF6,48.1623,17.4129
1113000_Cs2LiTaI6,15.231,7.72805
1113285_Rb2AlAuCl6,30.1351,12.6372
984724_Ba2TlZn,22.7797,9.09047
865878_Ti2TcNi,158.753,68.6019
1111575_K2TlIrF6,44.5177,18.6891
978662_Sc6Al16Ir7,140.803,75.9887
867761_Sc2CoRu,135.1,56.3432
1113533_Cs3GaBr6,13.5695,5.19062
862473_Sc2AgRu,115.213,41.0903
1111616_K2NaTlCl6,20.573,9.35159
1111222_K2NaTlI6,12.2453,4.86491
1113718_Rb2AgMoI6,21.441,6.36302
1111668_K2LiMoBr6,22.7955,8.86611
1114133_Na3RuF6,53.0989,23.093000000000004
1112198_K2HgRhF6,45.1823,10.9316
1112138_Cs2NaTlBr6,15.0893,7.62955
865179_Hf2FeOs,210.64700000000002,95.9938
1112602_Cs3SbF6,27.1445,13.2393
1114055_Na2LiYBr6,18.3754,8.051689999999999
1111134_K2ScTlCl6,19.7322,8.85263
976060_Li3C,58.6522,45.3692
1112451_K2AgSbBr6,22.8747,7.02192
1114648_Rb2InAsCl6,18.4811,7.81756
865515_YMgZn2,62.6745,41.6731
1008820_PdN2,231.41099999999997,52.1642
866121_V3Os,250.245,114.84100000000001
1112555_CsK2IrF6,36.0469,15.4698
1112672_Cs2LiTaBr6,20.3852,8.54153
1114469_Rb2AlTlI6,13.1812,5.32472
1079272_Sr2ZrVO6,176.808,90.1331
1094358_Mg3Ti,50.4239,33.5059
1113884_Rb2HgPdF6,43.8021,18.9847
971_K2O,28.2358,14.5906
865669_TiSiTc2,237.551,86.6084
179_YZn,53.6924,13.943
1009077_FeH,259.57,169.39
1114700_Rb2LiRhF6,48.995,22.5503
865560_Y2AlZn,65.8702,49.8922
1112659_Cs2NaBiI6,10.8634,5.57253
864946_MnCuPd2,180.502,38.1183
1112015_K2ScInBr6,16.9301,5.82267
1112534_Cs2NaScBr6,18.2801,7.412310000000001
1111758_Na2ScAgF6,52.5185,11.7261
1111985_K2InAgCl6,27.6873,8.74611
866152_TiBeCo2,184.358,66.2945
1111623_K2NaSbF6,46.4971,19.8375
1112623_Cs2KGaBr6,15.1401,6.2177
864974_Hf2CuOs,169.115,34.0937
866292_Ba2TlCd,21.9183,9.08187
1111023_Na2TlHgF6,55.9179,11.4624
989567_Cs2RbTlF6,33.1972,10.4026
867923_ScGaPt2,154.78799999999998,15.3895
973769_Hf6Al16Os7,161.364,45.1012
1114681_Rb2TlAsF6,45.1928,14.7489
1113383_Rb2CuSbBr6,14.1794,6.81653
863707_KNa2Bi,17.6706,10.4266
1112564_Cs2TlPdF6,40.0562,12.8722
866154_TiBeIr2,250.8,112.15799999999999
1112134_Cs2RbAsBr6,13.2907,6.06542
1112545_KInF3,39.9892,15.6458
1111127_K2NaGaCl6,22.6544,12.046
989571_Cs2NaInCl6,17.9497,9.52052
977545_ZrTc2W,245.674,99.1375
865867_Li2YTl,38.0506,32.9047
866289_Ac2ZnSi,43.92,22.3627
8289_SnF3,53.8147,22.53
1111664_K2LiSbCl6,22.1441,8.37701
23763_SnH8(NCl3)2,18.108,7.62553
5491_MnAlAu2,154.308,26.1822
983430_HfZnPt2,172.22799999999998,24.9857
989561_NaTl2GaF6,57.245,23.1169
1114472_Rb2TlBiBr6,15.1033,6.56469
862311_Sc2GaRu,117.50200000000001,53.1602
862786_Ac2CuGe,46.7595,12.0993
20145_TiGaCo2,203.49099999999999,55.0509
865876_Ti2TcOs,231.59400000000002,119.906
999390_NbCr3,229.06400000000002,102.71700000000001
9935_GeSb,61.4614,40.2894
861651_Li2PdPb,54.5102,20.9829
1111658_K2LiTlF6,55.8113,19.0039
1113728_Rb2AgMoBr6,27.3701,4.53611
865842_Ti2OsRu,239.58,131.894
4922_MnAlNi2,205.236,42.3855
1112117_Cs2RbScI6,10.3097,4.30389
864734_HfInPd2,147.865,48.0194
1114493_Rb3BiBr6,13.5309,5.4687
1111923_K2LiRuF6,52.6541,24.351999999999997
1087215_NaAsF6,30.1623,14.6456
21883_VGaFe2,216.072,116.632
1113323_Cs2YCuI6,20.9441,4.23083
1111202_K2RbYCl6,16.073,7.31607
989553_Cs2TlGaH6,23.4616,15.9791
13797_K2NaCuF6,50.235,22.7559
984551_AcTlHg2,42.4937,9.43366
10895_Mn2AlV,219.399,105.13600000000001
1112420_K2RhAuF6,53.536,4.17858
1100763_Pt3F,186.669,6.1276
31175_CeMg2Ag,105.809,25.6535
1111226_K2NaSbI6,12.3075,5.48918
867307_Be2RuAu,195.947,91.0757
1112026_K2TlHgBr6,21.5146,4.9515400000000005
989568_Cs2NaMgF6,33.4137,15.7763
1112159_K2ScCuCl6,33.7277,6.35479
1112795_Cs2YInI6,12.7711,5.26355
1111207_K2RbScCl6,16.6454,7.761880000000001
1112160_K2InCuBr6,16.5479,12.1331
1111058_KNa2RhF6,42.4436,21.4186
989527_Cs2NaNF6,42.7123,19.6787
1111684_KTlI3,12.3498,4.3301300000000005
1114355_KRb2TlF6,36.1001,18.4834
1112552_K2HgBiF6,27.0864,10.7449
1111097_Li2CuSbF6,63.2219,6.3952800000000005
1113607_CsRb2InCl6,14.0397,5.64117
862257_Sc2ZnAu,102.443,47.5812
22725_TiInCu2,89.7162,50.6502
1113969_Na2InGaF6,33.6471,14.7347
866114_HfTc2W,249.985,105.976
910_NbC,302.884,155.214
973142_ScZn2Pd,133.585,19.5266
1111747_Na2PdAuF6,65.766,10.5298
865810_TiTc2W,264.61400000000003,116.956
1111056_Na2LiAlF6,67.7966,38.176
1078677_Sr2H6Os,51.8909,32.4349
1113837_Na2LiBiCl6,20.2399,7.771610000000001
1008922_CuN,211.192,56.5536
631_TiC,262.198,114.889
1114360_Rb2LiTlF6,52.221000000000004,19.7437
1111640_K2NaInBr6,16.9107,8.425180000000001
1113567_Cs2CeAgI6,17.2186,5.28834
1038778_Sn3Bi,52.2889,34.0417
561561_Cs2KRhF6,38.2201,19.7071
2807_ScP,97.2343,45.7103
1111578_K2TlInBr6,16.0637,6.416180000000001
989585_Cs2KPbF6,32.8457,14.8673
861908_TaTiRu2,238.53799999999998,68.3713
866188_TlCdRh2,140.222,57.6214
2114_YN,158.814,120.916
865484_V2CrRe,259.87,125.162
1111534_Na2InAgCl6,28.1764,7.29361
977407_Hf2ReRh,204.17,100.594
1078548_Mg7Ti,43.2975,23.6542
977410_NbGaFe2,214.56,111.26799999999999
1113524_Cs2GaCuCl6,34.2813,16.8648
22493_YInAu2,94.9937,9.92415
34418_AgPF6,25.9477,10.5844
862745_Sr2LiPt,28.6801,4.408919999999999
1112539_K2ScCuF6,36.2458,8.31002
1057286_CsH,12.5106,9.30776
1111982_K2InGaCl6,21.6746,8.78669
567652_Cs2LiYCl6,21.1578,8.996939999999999
974417_Re3Sb,251.597,43.873000000000005
1113745_Rb2AgBiI6,17.9835,5.93119
631480_IrOs2Br,238.762,58.5127
1112112_Cs2TlAsBr6,16.4937,7.889480000000001
1022_K2S,17.8902,10.0352
27833_Tl2TeCl6,14.1867,6.95857
973067_ScGa2Ru,128.77700000000002,40.9816
1111577_K2TlInCl6,19.2004,6.32027
1111107_K2LiTiF6,52.6135,21.8918
581707_ZrInAu2,136.602,44.9975
631418_CuRe2Cl,200.324,92.3651
989528_Rb2AlInH6,25.3784,14.4385
1352_ZrN,257.809,173.016
978532_CuSiRh2,241.516,62.5161
972935_ScZnNi2,116.329,28.3492
1112991_Cs3InCl6,13.1332,5.79186
1114612_Rb2YTlBr6,15.1576,6.11069
975198_RbTl3,19.685,8.65835
1112887_Cs2InSbCl6,18.4399,7.57037
1113337_Cs2ScCuCl6,30.7029,8.92088
867341_CsAcTe2,35.611,17.767
570203_MnCoSb,120.052,21.824
13914_LiCo2Ge,159.209,88.1565
1018023_Mn3Sn,203.47799999999998,29.3872
2175_TlF,37.9994,12.6454
864839_Zn2PdRh,155.747,67.6737
7331_Cs2MgFe(CN)6,43.9845,18.1832
862691_Al2FeCo,188.22,123.51700000000001
21309_MgTe(PbO3)2,125.473,51.4271
865030_HfScRu2,178.852,90.6336
1001785_MoP,194.972,77.7608
1113594_Cs2GaAgI6,18.6134,7.363810000000001
30782_Sr6Mg23,28.2593,4.52321
37307_Na(WO3)2,233.048,122.72200000000001
1114686_RbInF3,38.483000000000004,11.3487
1114445_Rb2NaMoBr6,18.6563,8.63148
1112936_Cs2TaAgBr6,20.3492,5.34512
37737_HfTiF6,103.838,41.2217
504723_Ba2NiWO6,130.44299999999998,40.0323
1111693_K3ScI6,12.0366,4.43697
1112325_CsK2AsBr6,13.0988,4.33301
1078258_Cs2AgBiCl6,22.7132,7.3974
1111483_Rb2CuPdF6,35.7557,28.4224
568516_K3Bi,11.1954,7.514130000000001
994_YP,89.8432,63.1926
1111949_K2AlAgF6,50.9408,17.7624
1111038_Rb2GaAuCl6,31.912,11.4795
14226_Ba2YSbO6,64.4354,14.1332
1114334_Na3YF6,46.6665,23.5774
1079116_Mg7Sc,38.6544,25.6084
862711_Sc2CdIn,69.1939,47.2499
1113626_Rb2ScAgI6,19.2894,6.05395
1112183_K2InSbBr6,16.9103,6.86759
11537_NbAlRu2,232.301,123.985
862486_Sc2AlOs,129.91299999999998,59.1194
