Name,B,G
1058586_SrN,69.6997,25.9977
1112122_Cs2RbSbCl6,16.1549,6.86132
976598_LiHf2Ir,149.63299999999998,58.4508
1008677_TiO2,265.567,99.2202
23137_Ba2YBiO6,117.633,71.1712
865746_GaTc2W,263.569,108.491
865448_TiGaRu2,228.172,59.7703
1111594_K2RbTiF6,34.2212,17.8043
13136_WC,382.139,240.57299999999998
977362_ZnGaRh2,184.92700000000002,69.6584
1113011_Cs2LiMoI6,16.045,6.54701
972914_Sc2AlCd,79.6155,54.1122
865649_Ti2TcRh,207.84599999999998,106.164
977200_Na3C,22.3043,4.012490000000001
862371_Sc2RuPt,157.82,67.7737
1112922_Cs2SbAuI6,20.7288,5.37969
22898_KI,11.5362,6.02379
1112053_K2CuBiBr6,31.3293,6.99741
1111061_Na2YHgF6,32.4426,9.97065
1112666_Cs2LiYBr6,15.6387,7.7892399999999995
972907_Sc2AlAg,83.2804,48.5586
971944_SrMg3,26.2651,16.7626
2741_CaF2,87.2994,44.3986
866140_TiGaPd2,156.688,41.225
1114679_Rb2YHgF6,33.3011,7.589119999999999
1000_BaTe,27.7968,17.7082
861629_LiMnPd2,133.355,34.3249
1112980_Cs3BiBr6,12.595999999999998,4.95562
867756_Sc2CuAu,98.6209,22.9271
13254_CeMgZn2,58.3912,32.7832
1094184_HfMg3,55.6628,36.155
1114609_Rb2TlSbCl6,18.5142,7.61061
977543_ZrInRh2,165.845,32.9525
23304_Rb3Bi,9.85401,4.94473
6065_Sr2GaSbO6,158.476,97.1647
492_TiN,296.52099999999996,218.907
1112017_K2InSbCl6,19.1837,7.14772
1112047_K2CuMoBr6,32.8467,4.21166
1113063_Cs2YInBr6,14.2713,6.0160599999999995
19093_Ba2UNiO6,94.1291,17.6194
1111998_K2ScAgBr6,24.0767,5.93138
998982_Ti3Sn,118.99700000000001,22.4273
1114416_Rb2LiBiF6,46.6898,15.7266
1111535_Na2GaAgF6,57.373000000000005,14.2735
1114404_KRb2IrF6,36.7581,17.4334
1112216_K2TlCuBr6,16.6666,10.5395
977462_ZrCdAu2,123.973,38.5925
1114698_Rb2LiAsF6,50.9616,21.826999999999998
1111533_Na2InAgF6,55.3453,12.765
975905_Mo3I,195.74599999999998,14.0091
865163_HfBeRh2,193.87,61.7248
998893_YC,124.405,77.5324
1007961_CrInCu2,133.30100000000002,36.4605
556417_Rb2NiF6,37.6845,12.4024
1113957_KNa2IrF6,44.0089,15.9417
631473_KTi2Bi,55.7575,21.2976
1112759_Cs2KInCl6,15.9232,4.96777
1112892_Cs2InBiBr6,15.9718,7.09898
4813_NbAlNi2,179.997,49.8966
1114601_Rb2NaYBr6,16.0398,6.7596
1112169_KInI3,13.0384,5.20507
862706_BeCo2Ge,202.96099999999998,90.0978
865966_BeAlIr2,236.858,103.084
1113290_RbNa2AsF6,39.1986,15.9932
1114618_Rb3AsI6,10.6654,4.04737
697044_Ba2H6Os,42.858999999999995,21.319000000000003
998986_Ti3Si,138.45600000000002,39.143
973979_LiFePd2,126.29299999999999,32.8538
1112786_Cs2KBiCl6,14.5574,7.186210000000001
16735_CrInCo2,180.85299999999998,18.3739
1112052_CsK2TiF6,33.8982,16.1539
37153_AgAsF6,33.8311,9.48851
1114347_KRb2AlF6,39.314,21.5069
1113664_Rb2AlAuBr6,27.4063,9.474269999999999
1094467_Mg3Zr,54.1252,31.4699
1114522_Rb2InAsI6,11.6833,4.88869
867263_ScCdHg2,76.6832,27.4959
10728_PdO,175.324,23.4128
1112572_Cs2LiPdF6,39.2291,18.8847
1111544_Na2AlAgF6,57.31,14.0497
13322_LiGeRh2,170.675,68.4275
22463_TiInNi2,157.468,53.3802
1112001_K2AgAsBr6,24.6859,8.56767
1112106_Cs2YTlBr6,14.7184,6.3004
1111120_Li2CuSbCl6,27.1893,4.67855
1113416_Cs2GaAuBr6,27.02,9.804160000000001
1113095_Cs2InGaI6,12.4642,6.9157399999999996
22037_Cu6PbO8,156.872,42.8496
1007975_CrNi3,199.467,53.3468
755421_Ca6HfO8,103.779,70.1507
30069_CuNi2Sb,152.6,28.3739
989536_Cs2LiNF6,23.1289,12.1051
1112649_Cs3ScBr6,14.2011,4.6567300000000005
1114058_Na2HgAuF6,59.6768,4.85312
30760_Li3Pb,24.2636,22.7202
999550_Mn3Ga,219.172,37.3131
867171_SrLi2Sn,30.7424,20.7167
1112439_K2InAuI6,21.0029,8.55712
866219_HfSnRu2,199.37599999999998,107.241
6686_K2NaInF6,48.6555,24.7605
1112547_K2InBiF6,36.8045,13.0853
1114505_RbTlBr3,15.5085,5.91144
1114586_Rb2NaBiI6,12.1972,5.52471
569149_K2TeCl6,10.8259,4.93133
541097_Zr3Pb(O2F3)2,160.536,71.3605
1114094_Rb2InAgF6,44.6329,15.3636
1111245_K2LiTaI6,16.1608,6.1371199999999995
6178_Cs2KTiF6,35.1458,9.93368
30227_Rb2WCl6,13.4389,8.42457
1113426_CsRb2AsBr6,12.8394,4.87455
1114066_Na2AlHgBr6,22.3464,4.18124
1111602_K2RbBiF6,32.3192,15.282
1080753_NaPb2IO6,87.6449,48.5745
989558_Cs2TlGaF6,46.5603,17.7082
977189_Na3Bi,19.5029,11.6644
862543_Sc2AlTc,114.97399999999999,21.333000000000002
1112137_Cs2NaYI6,12.1567,6.04471
1476_ScS,103.6,45.2976
6135_Ba2PrIrO6,126.488,64.5165
1061865_TeN2,143.787,27.5819
1114047_Na2HgRhF6,58.6746,15.3823
1112021_K2InGaI6,13.2611,6.62821
1114642_Rb2LiGaF6,40.1886,24.2852
2052_ScAs,82.69200000000001,30.7443
1114390_Rb2InSbBr6,16.6151,7.27717
690785_Na2H6Pt,24.5888,17.0001
1114514_Rb2ScTlI6,12.7122,5.1479800000000004
1111581_K2TlGaCl6,19.925,6.5907100000000005
866288_BeVCo2,113.53399999999999,87.4947
1112120_Cs2RbScCl6,17.4702,9.025260000000001
1111173_K3InCl6,16.452,7.56385
864831_NbZnRh2,202.301,24.6579
971738_ZnCuNi2,162.535,74.3728
557382_Ba2ZnWO6,117.227,60.0082
984761_CsRb2Sb,11.7952,7.44027
973533_FeAg3,112.04899999999999,40.5518
6613_Ba2YTaO6,138.938,83.2514
865535_Ac2ZnGa,39.8823,21.2523
861663_LiRh2Pb,127.086,28.5258
1394_Rb2O,25.4772,10.05
23471_K2RuCl6,13.8005,4.7717
1111296_KTlCl3,20.0668,7.09506
7243_LiSnPd2,111.012,30.7524
1111179_K3BiBr6,13.8677,5.9798
989610_Cs2NaInH6,21.7328,16.3471
1112462_K2AgIrF6,49.2473,15.5555
1114378_Rb3TlCl6,15.5618,6.72835
1111425_K3IrF6,40.7785,20.1271
1113021_Cs2LiBiI6,13.8351,5.66562
1008653_AgC,144.72799999999998,31.2655
1113557_Cs2AgMoBr6,25.6963,8.61318
1111526_Na2AgSbF6,50.0124,10.2688
865051_NaCa2Tl,42.4628,10.709000000000001
862370_Sc2PdRu,136.537,55.4484
6968_Cs2KCuF6,38.3188,17.3783
865538_Ti2RePd,204.236,75.3643
984784_Ba2ZnCd,19.1424,8.26445
989580_Cs2KNF6,35.1401,18.9782
1112008_Cs2NaLuCl6,13.2025,11.2065
1111990_K2ScHgCl6,21.8888,5.29795
20730_HfCo2Sn,187.12599999999998,40.071999999999996
1114617_Rb3AsBr6,13.4158,5.75902
1112890_Cs2InBiI6,12.6619,6.42366
989545_Rb2NaSbCl6,19.778,9.155
1342_BaO,71.3595,37.983000000000004
1111992_K2HgAuBr6,26.9951,4.34206
315_PbF2,77.6393,27.6849
1112179_K2ScInF6,45.1413,15.520999999999999
1114633_Rb3ScI6,11.0771,4.16725
1113960_KNa2GaF6,48.5181,21.2509
1111268_K2LiBiBr6,15.87,7.3032699999999995
862363_Sc2PdPt,121.6,37.5865
241_CdF2,110.41,32.3722
1114468_Rb2AlTlF6,45.6125,17.0876
1111167_K3SbI6,10.5796,4.00435
1111201_K2RbYBr6,12.6143,5.3195
571059_YCd3,61.6103,30.3626
4502_Ta6Si7Ni16,191.706,113.789
1080434_Sr2YCoO6,144.042,56.4382
1534_YS,93.441,10.4312
1113372_Na3GaBr6,19.6328,8.30087
863690_Ti2MnCo,183.199,96.3008
1114683_Rb2NbTlF6,36.2774,5.9775599999999995
866163_YInRh2,128.375,28.3916
9839_K2LiAlF6,46.6836,29.6797
862445_TaAlOs2,274.166,138.77200000000002
971826_Tl3H,28.8206,19.6132
631524_BTe2As,61.3148,49.3445
1111524_Na2TiAgF6,44.333999999999996,11.3056
864898_Na2TlBi,22.7157,13.4528
865110_NaMgTl2,25.4971,17.0177
978285_Mg3Mn,43.9314,33.8045
1114551_K2RbTaBr6,15.0825,5.6866900000000005
1113007_Cs2LiSbBr6,15.520999999999999,7.25984
1114614_Rb2YTlI6,10.8872,4.75221
999027_Ti3Al,117.68299999999999,29.093000000000004
1112004_Cs2RbTlCl6,13.8462,6.70834
1009488_NiN,264.47900000000004,95.5838
1111584_K2TlBiF6,38.9748,15.0297
1111196_K2TlSbCl6,18.6486,7.25357
21067_ScInCu2,89.9647,39.5625
19834_CeInCu2,102.01700000000001,40.8455
636359_VFe2Sn,177.0,42.4634
1111247_K2LiSbI6,14.6807,6.03486
862362_Sc2TcPt,321.133,59.4678
1112651_Cs3InBr6,12.8541,4.62185
4047_Cs2SiF6,26.7398,7.96702
30439_Ta6Be15Cu8,152.35,56.4355
865533_Ti2ReOs,245.265,105.075
989539_Rb2AlTlH6,26.0964,15.1997
4828_HfNi2Sn,161.55100000000002,44.7895
1113034_Cs2KSbBr6,14.0007,6.2542800000000005
25173_MgPb2WO6,136.683,62.3899
865928_Ti2TcPt,201.24200000000002,32.3181
862684_LiHf2Os,147.746,47.7878
1113415_Cs2GaAuCl6,29.9335,12.4194
867835_BeSiRu2,248.532,148.80200000000002
982870_HfAlIr2,221.43099999999998,89.6244
863250_TaMn2Ge,222.4,109.20100000000001
1114615_RbInBr3,16.8966,6.8659300000000005
2352_Na2O,42.5101,34.7051
3539_NbGaNi2,183.467,44.2551
2343_Mg2Sn,41.989,21.5701
1111591_K2AlTlBr6,15.527999999999999,6.443169999999999
1114507_RbTlF3,44.0719,18.1167
23268_NaI,14.7171,8.73427
1112934_Cs2YAgBr6,20.477,6.69623
865048_TiZnIr2,229.507,100.993
1009733_Ca2Si,36.5774,26.2024
1112596_Cs2NaAsF6,43.118,20.0387
1062711_Rb2Pd,9.86551,5.19151
1114640_KRb2AsF6,32.8987,15.6362
1111291_Li3AlF6,69.3404,38.8459
1080041_Cs2NaBiCl6,16.8947,8.49424
865003_Be2IrPd,211.155,74.7309
1708_YTe,58.0694,16.641
1112517_Cs2RbGaCl6,16.3548,5.1722
977582_ZrZnRh2,172.02599999999998,70.7947
865094_HfNbTc2,217.555,100.09899999999999
864650_Ta2OsW,281.22700000000003,145.349
31349_Sr3In,17.8222,9.426839999999999
1094092_NaPH6,17.8031,7.978910000000001
1114447_Rb2NaMoI6,15.4307,5.80126
867174_SrLi2Pb,24.2358,17.1928
682_NaF,52.4118,36.3275
1114373_Rb2YTlF6,33.8442,15.6075
1111762_Na2AgRhF6,53.601000000000006,16.7812
2229_ZnO,148.589,61.5545
1111194_K2YTlBr6,15.4525,5.719530000000001
21587_Mg6Ni16As7,47.7788,46.9909
1112642_CsInBr3,16.0346,5.791869999999999
30844_ScSnPt2,148.846,37.2697
865000_HfScIr2,184.355,51.5154
989402_Sr6In2NF,31.6814,16.75
13396_LiIn2Rh,92.6987,30.5598
38843_CaTa2O6,212.75099999999998,110.052
1111913_K2RbAsCl6,17.9412,7.206289999999999
1112176_CsTlCl3,18.3013,7.198519999999999
1018046_MnGaFe2,223.37900000000002,62.6837
1079477_Ba2VMoO6,176.646,91.5184
865482_VTc2Ge,248.738,96.6053
1112126_Cs2RbLaCl6,12.8653,6.9219100000000005
867110_Sc2CoOs,126.64399999999999,63.391000000000005
631569_BaHf2As,71.2877,16.2909
1078457_Ba2ZrTiO6,157.004,100.335
865234_TaZnRu2,232.43200000000002,86.1373
1114336_Na2LiGaF6,70.1995,33.3229
1111197_K2TlGaI6,13.0634,4.57976
865899_Ti3Os,171.58599999999998,56.4217
865495_V2CrTc,247.58599999999998,117.473
22221_MnCu2Sn,146.373,32.3607
865504_YAlAg2,85.18299999999999,25.7954
557686_ZrVF6,103.214,50.4329
10020_ScC,168.502,100.176
7889_Sr2YReO6,147.81,59.8467
1113379_Cs2TlAuI6,16.8697,5.36533
555506_ZrCrF6,103.195,49.7047
19079_CoO,223.951,49.8314
1078250_Cs2AgBiBr6,21.8027,6.636989999999999
1113435_Na2YCuBr6,26.6078,5.945790000000001
22673_MnInCu2,125.805,37.5336
9115_Ba2SrIrO6,106.21700000000001,44.2587
20812_InN,163.278,99.0104
5419_LiGa2Ir,128.899,34.716
13926_Rb2NaYF6,43.7755,21.813000000000002
867119_LiHfPd2,124.57799999999999,16.7163
865711_Li2TlAu,40.3569,34.8988
1111050_Rb2AgAsF6,44.763999999999996,15.7777
867909_ScCdRh2,140.004,55.8123
866159_YZrRu2,148.511,66.2929
1009555_CrO2,279.449,120.475
11305_Li2CdPb,30.0593,9.41502
1113394_CsRb2InBr6,12.9646,4.1186
865730_TiZnAu2,145.74,34.7605
24728_VH2,189.30700000000002,74.3035
866162_YMgAg2,65.2675,25.3311
1114054_Na2InHgF6,46.5181,11.8116
861888_CeBiAu2,85.4537,16.107
1111617_K2RbAlBr6,15.196,5.58636
19717_TePb,40.7703,26.3552
1114671_Rb2NaScCl6,20.1841,10.6364
387_CeSb,50.2963,35.1055
1111653_K2LiYF6,40.3797,18.5977
865561_Y2AgRu,85.56200000000001,18.1665
1112139_Cs2NaTlI6,11.4449,5.3280400000000006
1113402_CsRb2ScCl6,16.3221,7.69498
1113282_Cs2TlHgI6,15.5329,4.96491
21276_PbS,54.4024,32.1734
31186_AlFe2Ni,213.024,106.59200000000001
554971_ZrFeF6,99.6343,57.1466
1114677_Rb3SbF6,28.2383,15.4155
973446_K3W,10.4427,5.79539
865803_Ti2MoPt,201.21099999999998,96.4062
1120715_Ag3BiBr6,24.366999999999997,4.961130000000001
1114504_Rb3YBr6,12.4777,5.73532
867897_ScTaRu2,210.426,117.23
1112025_K2YHgBr6,17.0157,3.97319
976082_Mn2GaW,247.238,116.133
1111195_K2TlSbBr6,16.0723,6.48415
1112141_Cs2NaScI6,12.5382,6.32863
867292_Ga2RuRh,203.112,74.4878
1112943_Cs2AgSbBr6,22.1609,7.03448
983566_Ca2AgGe,49.8417,8.09963
1113507_Na3TlBr6,16.6556,6.85682
867127_ScCdAg2,89.0123,38.916
865191_FeGeRu2,258.45599999999996,48.8824
1113055_Cs2KBiI6,10.1271,4.507619999999999
977181_NaMo3,164.378,23.2972
1111330_K3TaCl6,16.8219,8.466510000000001
1113882_Rb2CuRuF6,31.6803,25.8757
865964_Li2CaSn,34.4159,26.4905
8217_Cs2GeF6,29.6449,8.358989999999999
11718_RbF,27.307,16.0121
976114_Li2CdHg,32.7941,32.6432
13190_KRb2GaF6,38.9309,20.2935
862336_Sc2IrPd,141.576,41.1945
862300_Sc2GaOs,127.03299999999999,54.0292
1111026_KNa2ScF6,47.2383,21.1834
631578_BeSbAs2,67.6004,34.9904
1110634_Na2LiRuF6,59.9989,23.0201
30347_ScInAg2,81.7638,23.9481
862746_Sr2LiTl,20.7064,6.4602
31173_CeCd2Ag,56.9318,17.7821
631465_YRhW2,176.623,35.3749
1113761_Rb2InAgCl6,26.2843,8.93261
10159_K3Sb,13.5945,8.78763
1113618_Rb2BiAuI6,20.4313,4.49035
1111999_K2AlAuBr6,27.9868,8.50204
866229_Ca2SnHg,34.6273,27.134
865585_VGeRu2,245.398,28.4397
1112643_CsInI3,12.6424,5.75694
568914_K2WCl6,14.5569,6.41531
989540_Sr6Sn2NO,43.3538,29.2164
1114158_Na2CuAuF6,65.69,17.9499
1023128_CuS,116.301,51.8507
1025415_CePd7,144.468,40.2393
3340_TaAlCo2,201.233,58.4601
1113062_Cs2YInF6,31.4223,12.2696
32939_Fe7O8,227.4,60.1796
1002206_SiC,243.437,173.317
866096_HfZnCo2,141.005,43.9545
1064892_Zr2TiAl,106.99700000000001,32.8844
2201_PbSe,48.4626,29.814
1114631_Rb3SbCl6,16.9059,6.858739999999999
1111763_Na2AgIrF6,55.0372,12.338
1111129_K3GaCl6,16.9717,7.76967
1112664_Cs2NaAsBr6,15.8515,8.38842
867120_TaMn2Al,205.425,107.37799999999999
1114704_Rb2LiTiF6,53.2673,31.4725
20801_LiIn2Pd,72.5894,41.6501
1111592_K2RbYF6,30.9733,16.4268
1113441_Cs2TlAgF6,46.9945,15.8553
1112210_K2AlHgCl6,23.533,4.94221
10584_Ba2LiOsO6,92.9526,48.11600000000001
2563_CeSe,72.5053,50.8863
865382_V3Ru,230.201,102.959
1112478_K2AgAuF6,58.3149,17.7158
865499_V2TcOs,281.145,88.01899999999999
865600_Y2IrPd,108.103,52.7309
1114590_Rb2NaInBr6,16.2761,8.31868
1112594_Cs2RhAuF6,46.9063,4.39111
1113577_Cs2AlAgBr6,23.156,5.530959999999999
865077_NaCd3,35.3325,12.3969
973126_ScBiPd2,108.223,9.5201
1113320_Rb2GaHgCl6,25.8623,6.41327
20228_MnGaNi2,196.96400000000003,28.3195
1113378_Cs2AlCuCl6,32.0457,16.3042
25053_Sr2NiMoO6,147.115,45.4993
1111665_K2LiRhF6,47.4674,26.5112
631305_Ga2WSe,107.935,12.0319
1114462_Rb2NaTlBr6,15.4782,6.198180000000001
13800_Cs2NaTlF6,39.9454,19.6197
1112180_K2ScInCl6,19.5831,8.65703
989573_Rb2BrCl6F,23.08,7.5869100000000005
865591_Ti2NiMo,150.493,76.0161
23350_Rb2PtCl6,13.23,6.57572
1056955_AgN,149.835,35.0877
20620_Ba2NbInO6,148.441,81.3093
30450_Mn3(CuBi)4,76.5808,29.558000000000003
1112140_Cs2NaSbI6,11.1837,5.70483
505472_Al3(Ni10B3)2,183.05200000000002,84.4145
1111071_Li3IrF6,66.6488,15.5882
1519_CaTe,37.1304,24.1847
10378_Cs3Sb,9.64862,5.81104
1113480_Cs2AgMoCl6,28.1,8.76225
989584_Ca6Sn2NO,53.9163,38.7885
1114526_Rb2ScInI6,12.9452,5.32923
1113028_Cs2KYBr6,13.0414,6.4769
1112109_Cs2TlBiCl6,16.4673,6.70707
1111333_K3SbF6,34.527,16.7648
866376_TiMn2Ge,190.168,108.39200000000001
1112069_K2InAuBr6,27.415,7.83648
867846_TaTiRe2,263.88,129.906
867275_BeVOs2,286.793,105.875
1018017_Sc2MnSn,108.645,19.5841
1112932_Cs2AlAuI6,21.8917,8.3385
1112114_Cs2RbYCl6,16.0509,7.7577300000000005
1112203_K2InHgBr6,22.6829,4.2903
631554_Na2TiAu,38.7377,10.9206
23193_KCl,16.2372,9.93989
989582_Ca6Pb2SeN,110.00399999999999,23.9351
19963_TiFe2Sn,189.294,98.8244
1007924_CrCu2Si,199.84099999999998,33.2663
865130_Hf2MoRh,175.15200000000002,76.7514
1415_CaSe,48.1006,33.4284
1112000_Cs2ScTlCl6,19.258,9.54495
13898_Cs2NaInF6,43.6272,20.4012
1114382_KRb2GaI6,11.1791,4.13791
30773_MgNi2Sb,121.781,45.8926
1113665_Rb2AlAuI6,21.9903,7.68612
1112570_Cs2NaGaF6,43.4791,21.5389
1100772_TiVRu2,236.33599999999998,97.5601
5221_HfAlCo2,176.99900000000002,92.7671
1112448_K2ScAgCl6,28.1375,7.84652
557958_Cs2KNiF6,39.6636,18.3268
1111892_Na3InBr6,18.0651,7.74113
1112673_Cs2LiSbI6,13.9099,5.92021
862431_Sc2AgOs,126.40299999999999,51.2795
672340_LiIn2Ru,96.9399,41.9074
1113637_Rb2SbAuI6,20.7861,5.82981
989519_Cs2RbNF6,35.4281,17.1719
631491_BaNbTc2,131.023,36.3623
862376_Sc2CuTc,132.879,42.1675
1086_TaC,338.92800000000005,193.80599999999998
867422_AcPbAu2,67.5583,19.2173
977357_Ta2ReRu,267.005,53.3979
1113899_RbNa2AlF6,41.74,18.3853
1112435_K2AsAuBr6,27.6109,6.61602
1113563_Rb2AlHgBr6,20.8216,5.16976
1114603_Rb2NaYI6,12.9933,4.96945
1111973_K2AlAgCl6,28.1608,10.165
865768_Ti2MnOs,212.81400000000002,96.1968
1114494_Rb3BiF6,27.9484,15.4536
1111185_K3AlBr6,16.0049,6.48046
631498_BaMgOs2,90.0597,32.3028
865503_YCdAg2,69.8371,18.7538
1112493_Cs2ScTlBr6,16.9201,5.61296
21013_Cs2LiFe(CN)6,26.5704,9.26561
765966_LiVF6,39.3485,20.2989
560790_Cs2NaBiF6,38.9791,17.6292
974415_Re3Pb,252.25400000000002,30.9787
1112079_K2YAgBr6,21.5685,6.744689999999999
973443_Hf2ReTc,208.25099999999998,71.7179
1114400_K2RbBiBr6,12.999,5.32677
865926_Cd2PdRh,127.324,54.0067
1111163_K3ScBr6,15.7683,6.69954
1111001_Na3TiF6,52.088,25.9864
1114030_Na2AlInF6,44.7941,12.1557
1080472_Pt(NCl3)2,41.5355,4.45759
1007991_CrInNi2,128.412,10.9599
862548_Sc2AlZn,76.6768,60.0495
1095185_Y2CrH6,87.0103,62.0899
505569_CeH2,67.8334,36.43
972866_Sc2PdAu,111.899,37.2939
865862_CeAgAu2,84.4215,12.5949
861932_LiZnAu2,93.162,27.9097
1096937_CuI,39.6741,10.2665
1112898_Cs2YHgCl6,18.9934,4.41558
999257_Sc2MnC,125.927,53.3635
972327_Zr2CoOs,171.919,62.666000000000004
9349_KRb2ScF6,34.2632,20.1642
971739_ZnCuPt2,180.63299999999998,69.814
23222_Li3Bi,27.6878,25.9995
4897_ScSnPd2,120.639,25.0631
1113913_Na2LiInF6,58.2428,25.6634
1672_CaS,58.0435,40.4984
972925_ScZn2Au,156.188,46.6868
865898_TiZnCo2,157.415,82.2222
441_Rb2Te,10.9479,5.719119999999999
972209_Ta2TcW,258.841,114.675
1111922_K2LiTaBr6,20.9617,9.16305
978523_Sc2ZnCu,90.0032,37.185
865807_Ti2MoIr,211.46900000000002,105.973
28084_Rb2PdBr6,15.568,4.88748
1112627_Cs2InGaBr6,15.1911,8.30123
22672_CeC,137.799,57.325
24721_RbH,9.54487,9.0906
864784_LiSnRh2,143.988,42.7931
864770_Ta2MoOs,270.528,132.042
22947_K2ReCl6,19.8301,4.90763
1113439_Rb2TaAgBr6,24.3592,6.52714
1113875_Rb2AgAuF6,56.1804,19.1233
550893_HfO2,267.832,130.379
1111092_Na2YAgF6,41.2141,9.32765
981933_NaPd2Pb,78.1284,11.6148
1111924_K2LiPdF6,47.9659,20.9926
867788_TaGaOs2,283.272,134.68
1113900_Na2LiScF6,63.1223,30.534000000000002
2605_CaO,104.06200000000001,76.5066
1114176_K2LiTaCl6,25.7553,11.2684
978276_Mg3Co,36.0513,26.9661
1111121_Na2GaAgCl6,30.304000000000002,9.534360000000001
1111600_K2RbGaCl6,16.2883,6.54075
1111963_Cs2RbScF6,29.7667,15.2975
864926_HfPaTc2,179.42700000000002,25.8855
573204_Cs2KBiF6,33.1606,15.4625
1111181_K3AsBr6,14.280999999999999,6.31286
15888_Ba2YIrO6,140.126,72.4304
1113345_Rb2AlHgCl6,22.9752,8.15603
24723_TaH2,206.282,48.7967
1112113_Cs2RbYBr6,12.4745,5.9086300000000005
1113578_Cs2AgAsBr6,23.1979,8.503789999999999
1111641_K2NaGaBr6,18.0357,6.25908
865501_V2TcRu,259.862,59.3353
1111096_NaLi2TiF6,53.8296,22.1063
1113550_Rb2InHgBr6,22.3123,4.0688699999999995
631277_SrCrW2,142.644,33.7214
569174_Li2MgSi,45.9793,39.1934
1112952_Cs3SbBr6,12.5993,4.82691
1114669_Rb2NaGaCl6,22.3159,11.8514
30482_Ca3Tl,62.7818,11.3045
1113451_Cs2ScAgBr6,23.6313,4.70787
862723_ScTc2Mo,208.15400000000002,65.6572
985806_Al2Cu,74.6328,39.1434
6204_Cs2NaScF6,39.9541,20.2519
865656_TiMn2W,241.96099999999998,109.374
570354_CuBr,39.4582,10.1605
999473_ZnN,179.757,19.4886
1113659_Rb2InAuI6,20.745,8.70578
867123_TaTiOs2,276.07099999999997,119.007
933_YAs,78.0705,56.153999999999996
1079163_Mg7Nb,51.4565,11.8526
1113047_Cs2KScBr6,15.5143,6.107559999999999
1014311_C3N,182.57299999999998,69.1875
3740_TiNi2Sn,166.505,38.7686
1078969_Ba2NbVO6,169.092,101.16
1079583_Rb2NaAlF6,46.284,27.6258
1112328_CsK2AlBr6,14.2697,4.44684
1111890_Na3IrF6,56.856,23.0321
1079615_Ba2UCdO6,102.391,44.8778
1113743_Rb2AlAgBr6,24.3474,7.848269999999999
989526_Cs2KTlF6,37.5223,15.759
1111501_K3AsF6,33.05,18.7317
1113321_Rb2InHgCl6,24.8244,5.56217
1080742_Sr2ZrCrO6,176.72,93.535
1114664_Rb3AsCl6,15.4726,8.24949
1112527_Cs2NaTlCl6,18.9979,9.38514
1112501_Cs2TlBiI6,11.769,5.5351300000000005
989608_Cs2NaAsCl6,19.3042,11.0027
1113401_CsRb2GaCl6,15.3263,5.50605
1113447_Cs2TaAgCl6,21.1612,5.54933
1111484_Rb2TlCuBr6,9.83272,10.7706
867109_ScZn2Ag,104.34299999999999,46.982
697030_Mg2H6Ru,77.9075,52.5392
1112940_Cs2AgSbCl6,24.5393,7.01594
977572_Hf2MnRh,183.405,82.507
1784_CsF,22.3301,10.9703
972961_Sc2NiRh,107.04799999999999,49.5032
1113805_Rb2AgBiBr6,22.2466,6.8654399999999995
861912_TaTiTc2,236.56799999999998,91.85799999999999
1111899_Li2GaCuF6,69.2152,4.74341
1114708_Rb2NaRuF6,44.8008,25.0602
865712_Ti2MnNi,174.56400000000002,72.6948
1113201_Cs2InGaCl6,19.9028,8.146360000000001
977568_ZrSnPd2,146.124,22.7983
1114389_Rb2InGaCl6,20.9752,6.68623
1113496_Cs3SbCl6,13.450999999999999,6.01206
23438_BaBiO3,111.87700000000001,63.2927
864661_ZnCuPd2,159.095,60.7582
1112403_Na2CuSbF6,61.9594,7.76277
1111679_K2YInCl6,18.0737,6.43395
1114697_Rb2LiAlF6,38.7028,23.5848
1114582_Rb2LiYBr6,17.3972,8.0991
1111288_Li3InCl6,22.378,9.630560000000001
862424_Sc2TcNi,112.21700000000001,59.2667
643101_Rb2H6Pt,14.6866,8.02715
570990_Cs2MoCl6,9.26223,5.5917699999999995
1111908_K2RbTlF6,33.3209,16.9944
9413_Ca2TiSiO6,202.165,125.354
865470_Ac2CuSn,43.1724,9.792539999999999
1112645_Cs3YBr6,11.8684,5.10933
1111133_K3GaBr6,15.9842,6.13854
971891_Zn2PdAu,130.743,30.8626
865278_NbAlOs2,265.20099999999996,133.929
1112490_Cs2TlInCl6,17.6479,6.855760000000001
1112997_Cs2NaAlCl6,19.0007,10.203
1114084_Rb2InCuF6,70.4748,8.322989999999999
865586_VGaRu2,243.734,111.133
755556_Ba6ZrO8,73.09899999999999,41.448
865512_YMgCd2,55.0951,32.9866
623134_ZrInCu2,104.956,47.6993
6058_K2NaScF6,48.8577,29.0117
16548_ZrTiF6,102.97399999999999,48.2239
20265_LiIn2Pt,89.1642,39.3279
20158_PbO2,142.279,45.1634
1079529_NaTeO6,23.4983,6.32724
977427_Zn2PtRh,174.859,68.6777
1111069_Li3PdF6,59.2843,4.652019999999999
972217_Ti2CuTc,153.334,45.5821
1079382_YMg7,36.184,16.413
38489_LiCo7O8,141.649,53.7675
1112515_Cs2RbLuCl6,15.4551,6.332669999999999
21175_TaGaNi2,183.33900000000003,47.6267
1112116_Cs2RbTlBr6,12.4534,5.40736
1112931_Cs2YAgI6,17.1875,5.58539
1113588_Cs2InAgF6,46.1086,14.1541
866274_CeCdHg2,61.0103,25.6057
